dataset,relative_path,absolute_path,size_bytes,extension,mime_type,sha256,archive_contents,parse_info,issues
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.txt,28343,.txt,text/plain,85f5180bdbec81e0765720a6c2bd0b83587330775e11e65d625d548e51bcf6c2,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT.txt,55889,.txt,text/plain,234a940d6953ff14c4abdde395f83cf0746539c3a006a2bfaa7cbdd80b4baf9e,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement.txt,59109,.txt,text/plain,633730271ed5a6b43ae1f54c01d6760b01d3442f4802679c8dcfa08078e7d937,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.txt,266226,.txt,text/plain,614d80aa5d416949088c7dcad51aab867ed0af1e3ac906ac0060ef7256bcb37a,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,14979,.txt,text/plain,ab268b758dc8d77ce5d9e6fa71a399b21bc8c32a4b37a8e60d804ea50f5a34c9,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement.txt,61710,.txt,text/plain,8c63d9a33c82bdae898b8511f7e476205323844dfee40ce52765fc08e2a5f200,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,113984,.txt,text/plain,0ddc8b40e5ad7b4f6b1a9d2a921cc7ab2e5d4076a4dcd2575b10b59fc2e6f6d2,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement.txt,5171,.txt,text/plain,aa88c412a408f6d57bfabda8476b1eb04f5fab66d0c38beea7d1aba0adb54e00,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.txt,16402,.txt,text/plain,4d9af82e13bc95c4459e66c7d19439753237bc89e6e4bf10819aedcc4018534f,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RitterPharmaceuticalsInc_20200313_S-4A_EX-10.54_12055220_EX-10.54_Development Agreement.txt,122908,.txt,text/plain,55591b926b7dd5047ba98179de7513692f1f57241b70e8bdcbd9fca01889b6fb,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",121115,.txt,text/plain,0cf2b9b2c6137425894a54226b39ce8f050eaebde0f9b95bbe1e25af0b119a75,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.txt,37103,.txt,text/plain,4c1e19a2f5bf0491cfb0bd243d5a355827686935a049ba9cdf8e0d0ccbfb88b4,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.txt,73134,.txt,text/plain,264aba6daf987e09c103aef01f08d38a75cac25738a949a26a6d3fad1ed148c7,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190509_10-Q_EX-10.2_11661422_EX-10.2_Distributor Agreement.txt,14164,.txt,text/plain,4996dfa734c77a1825fb95e4916c09bd264181e35d455e10717433d1709b2aee,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,84406,.txt,text/plain,78d91abf7c1efc2a3a2458c5257d3c6e3fd1ec36154a3342bf253b04f5cababc,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/ScansourceInc_20190822_10-K_EX-10.39_11793959_EX-10.39_Distributor Agreement.txt,10893,.txt,text/plain,73c1a2a9f68cdab2e62518200def5559058e20553d14f8dff4a6b7574d516416,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.txt,8315,.txt,text/plain,1b5779a8d78732df0ef5604e6d5ea62fef8fab11a25d1945cf9469dc3c6d3f44,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.txt,70898,.txt,text/plain,5657b1ef6001f6f5bee46cfc0165399d42466af1265048c3f816bba1edb624bc,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.txt,9700,.txt,text/plain,13fb5e17815c0a1a770eade8af0f4395f095599366c3ee40319cca9e982d21ad,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.txt,73926,.txt,text/plain,8da2c49973d8fb73e5107a17b76c10c7cbf38fdb97b6235e9ab77446c9c8de0a,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.txt,20121,.txt,text/plain,c56352505b46b56b03def5a240fa4bd87d76565de9fee00b59136e6be991176b,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,51043,.txt,text/plain,cf4e22020c47726a3aeb241d838ae0bc8bc171283f1f881357fd5c5b5767e411,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement.txt",8380,.txt,text/plain,c0b6b7a59795c666d653f5bc73bddba2d852fc59c63b93b97d648a8c593c921f,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SigaTechnologiesInc_20190603_8-K_EX-10.1_11695818_EX-10.1_Promotion Agreement.txt,144491,.txt,text/plain,810f6fdd8c93332806735652e91637e49aeaf529c71e50ec111977d08129224f,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SimplicityEsportsGamingCompany_20181130_8-K_EX-10.1_11444071_EX-10.1_Franchise Agreement.txt,28531,.txt,text/plain,4e5ebafdd3f0f5b43a304ea01666db6ee39355ddb58155c1c8a8fec3cf37824a,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT.txt,33439,.txt,text/plain,2ab2f2c768a8cd5dab726a17b764a96b49d227350e3a534ae2a1adff914eb38a,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,33577,.txt,text/plain,a02a8b8ce5b8ecf0e5f8cdb5ed8cbdd475452c087348f1d34fa54f97eec54f5a,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SmartRxSystemsInc_20180914_1-A_EX1A-6 MAT CTRCT_11351705_EX1A-6 MAT CTRCT_Distributor Agreement.txt,40002,.txt,text/plain,fc07e63599e78e19f7a225bc4ef1b3e7dc5fd0cf05c7892210b24596b0f2360d,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.txt,85969,.txt,text/plain,292f4fdd8046cbbc420982a39675973dd70c9859ee56e68dbd95eb74c53e0da5,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.txt",7124,.txt,text/plain,1b7b190b8b9a85de761a9034df7d07a3157afec851b2550c7c176040f958ec57,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/Sonos, Inc. - Manufacturing Agreement .txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/Sonos, Inc. - Manufacturing Agreement .txt",109227,.txt,text/plain,3d9aff615a747ad43e65e81bd0786d96efcff7bcfde886f5e1363c068bf899c5,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.txt,34903,.txt,text/plain,faa9e354038e87c4e00f17d587da7c2c7d915e7fd6911e9506c6620686ff8221,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.txt,144235,.txt,text/plain,9009d53b3f1c416872fa6d70cdc98940f7c62f25523b76b3fe231f0e11b3d0dc,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement.txt,22744,.txt,text/plain,bcfdbdeb43d354d56b4c401db1f80fdd5da4304ec1dc77c3de14fb9c841350fb,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,27714,.txt,text/plain,0c1d630fd900445bbf248da583ad3dd0c5b051a7f96e574c13839efdd7383490,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPHERE3DCORP_06_24_2020-EX-10.12-CONSULTING AGREEMENT.txt,12394,.txt,text/plain,4fcfd8db0d74abd10832ecbc5658a6a3b30e5a16a1220a462394ac9eb43b3268,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.txt",54180,.txt,text/plain,51d2e78315b1adab437d58922567571704bb637b575c9c730471d0bbc52486e9,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.txt",17713,.txt,text/plain,a89d914772be939230b36e8203170c5cff90b598ce640e6b11d5d49b191c7c1f,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.txt,11930,.txt,text/plain,27265699e9aba675462068dbd984315b19d01aa113780fe27aee1c27912da4e0,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/StaarSurgicalCompany_20180801_10-Q_EX-10.37_11289449_EX-10.37_Distributor Agreement.txt,49760,.txt,text/plain,59c04dd39af6531fd9ac9629ac6ca5172e541a1cd453014c01af4bc459ccfc58,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.txt,40856,.txt,text/plain,9f065ac5ffd4d1c95be4c7e8f97967f77bc5689952f589429095e6a59003416f,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement.txt,87014,.txt,text/plain,0fec47f78bf4f1f6a230d495bbb23c91106f96cbb2d53f556c0d7ada09c850fc,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,116260,.txt,text/plain,cf04de080570e4ba426c11eaba774f54552c9f8f3dfba54f655473b80cbac9da,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement.txt,18159,.txt,text/plain,93c7b52c2c43487dae56a24e2c14aeec98b1a6bc74866fc0fa18f644edb3d337,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.txt,27725,.txt,text/plain,58356a12396d1fac4b19989fe1b0a9f21f8d1a3243f406fe782d154599d63e64,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,"Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt","C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SUCAMPOPHARMACEUTICALS,INC_11_04_2015-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt",62585,.txt,text/plain,83c8a5b6a0ee219c184a90eaffec0cf930e7ed80e4f12ce342714bc745115934,null,"{""encoding"": ""utf-8"", ""sample_lines"": 5}",
legal_general_retrieval_eval,Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,C:/Users/shimm/Cerebrum-Blocks/block_store/kits/legal_general_retrieval_eval/corpus/cuad/SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,117803,.txt,text/plain,3281881ac4a95c90e9359a9b9533640c0e9bb0e4b0b699021d42ac85fa8c7db7,null,"{""encoding"": ""ascii"", ""sample_lines"": 5}",
